,Unnamed: 0,comparison_name,estimate,intervention1,intervention2,lower,metric,outcome_name,pmid,result_str,review_name,upper,XML_file_names
48179,48179,"""Cephalosporin (2 nd  generation B2) versus penicillins (ampicillin A4)""",1.9191919191900002,"""Cephalosporin B2""","""Penicillin A4""",0.176932055852,"""RR""","""Maternal composite adverse effects""",9894177,no sig diff,"""CD008726 v. 2.0 Different classes of antibiotics given to women routinely for preventing infection at caesarean sect.rm5""",20.8175822349,PMC1784814.nxml
48181,48181,"""Cephalosporin (2 nd  generation B2) versus penicillins (ampicillin A4)""",2.88,"""Cephalosporin B2""","""Penicillin A4""",0.118772946448,"""RR""","""Maternal skin rash""",9894177,no sig diff,"""CD008726 v. 2.0 Different classes of antibiotics given to women routinely for preventing infection at caesarean sect.rm5""",69.8340846805,PMC1784814.nxml
42338,42338,"""Artemether-lumefantrine vs Artesunate plus amodiaquine""",0.975,"""AL6""","""AS+AQ""",0.13964260309,"""RR""","""Serious adverse events (including deaths)""",19099594,no sig diff,"""CD007483 v. 3.0 Artemisinin-based combination therapy for treating uncomplicated malaria.rm5""",6.80755714204,PMC2625364.nxml
42342,42342,"""Artemether-lumefantrine vs Artesunate plus amodiaquine""",0.733333333333,"""AL6""","""AS+AQ""",0.351008817787,"""RR""","""Early vomiting""",19099594,no sig diff,"""CD007483 v. 3.0 Artemisinin-based combination therapy for treating uncomplicated malaria.rm5""",1.5320919319600002,PMC2625364.nxml
22614,22614,"""Budesonide/formoterol (BDF) versus placebo (PLA)""",1.09627170582,"""BDF""","""Placebo""",0.335897106994,"""OR""","""Mortality""",19368417,no sig diff,"""CD003794 v. 11.0 Combined corticosteroid and long-acting beta2-agonist in one inhaler versus placebo for chronic obst.rm5""",3.57791605811,PMC3580134.nxml
38678,38678,"""Budesonide and formoterol (BDF) versus formoterol (F), secondary outcomes""",0.789099526066,"""BDF""","""Formoterol""",0.590230950838,"""OR""","""Adverse events - 'serious' events""",19368417,no sig diff,"""CD006829 v. 8.0 Combined corticosteroid and long-acting beta2-agonist in one inhaler versus long-acting beta2-agonis.rm5""",1.05497358475,PMC3580134.nxml
38680,38680,"""Budesonide and formoterol (BDF) versus formoterol (F), secondary outcomes""",15.091836734700001,"""BDF""","""Formoterol""",3.6690241070699994,"""OR""","""Adverse events - candidiasis""",19368417,"sig diff, pos","""CD006829 v. 8.0 Combined corticosteroid and long-acting beta2-agonist in one inhaler versus long-acting beta2-agonis.rm5""",62.077416059399994,PMC3580134.nxml
38684,38684,"""Budesonide and formoterol (BDF) versus formoterol (F), secondary outcomes""",0.95819591764,"""BDF""","""Formoterol""",0.694908287464,"""OR""","""Withdrawals due to adverse events""",19368417,no sig diff,"""CD006829 v. 8.0 Combined corticosteroid and long-acting beta2-agonist in one inhaler versus long-acting beta2-agonis.rm5""",1.3212382599899999,PMC3580134.nxml
42332,42332,"""Artemether-lumefantrine vs Artesunate plus amodiaquine""",0.336272780717,"""AL6""","""AS+AQ""",0.153742306021,"""RR""","""Gametocyte development""",16871329,"sig diff, neg","""CD007483 v. 3.0 Artemisinin-based combination therapy for treating uncomplicated malaria.rm5""",0.735512468739,PMC1488893.nxml
42336,42336,"""Artemether-lumefantrine vs Artesunate plus amodiaquine""",0.99504950495,"""AL6""","""AS+AQ""",0.0626692798274,"""RR""","""Serious adverse events (including deaths)""",16871329,no sig diff,"""CD007483 v. 3.0 Artemisinin-based combination therapy for treating uncomplicated malaria.rm5""",15.7991845451,PMC1488893.nxml
525,525,"""Topical preparations with active ingredients compared with placebo or no treatment""",1.01138747378,"""Active preparations""","""Placebo or no treatment""",0.872632672611,"""RR""","""Presence of stretch marks""",19703826,no sig diff,"""CD000066 v. 10.2 Topical preparations for preventing stretch marks in pregnancy.rm5""",1.17220527517,PMC2922723.nxml
46821,46821,"""Psychological intervention vs. usual care/waiting list control""",2.44556962025,"""Experimental""","""Control""",1.3860987601800001,"""OR""","""Depression remission: short-term""",21216855,"sig diff, pos","""CD008381 v. 2.2 Psychological and pharmacological interventions for depression in patients with diabetes mellitus an.rm5""",4.3148518268,PMC3024341.nxml
46823,46823,"""Psychological intervention vs. usual care/waiting list control""",2.20095902354,"""Experimental""","""Control""",1.28456291535,"""OR""","""Depression remission: medium-term""",21216855,"sig diff, pos","""CD008381 v. 2.2 Psychological and pharmacological interventions for depression in patients with diabetes mellitus an.rm5""",3.7711042140499997,PMC3024341.nxml
47096,47096,"""ACT versus Chloroquine""",1.0,"""ACT""","""CQ""",0.14208231353700002,"""RR""","""Serious adverse events""",21267072,no sig diff,"""CD008492 v. 4.0 Artemisinin-based combination therapy for treating uncomplicated Plasmodium vivax malaria.rm5""",7.03817368329,PMC3022577.nxml
40558,40558,"""Impact of structured telephone support and telemonitoring in heart failure on all-cause mortality""",0.7862903225810001,"""STS""","""Usual Care""",0.183346047481,"""RR""","""All-cause mortality: STS vs UC""",16533388,no sig diff,"""CD007228 v. 5.2 Structured telephone support or non-invasive telemonitoring for patients with heart failure.rm5""",3.37205235606,PMC1475568.nxml
40574,40574,"""Impact of structured telephone support and telemonitoring in heart failure on all-cause mortality""",0.7862903225810001,"""STS""","""Usual Care""",0.183346047481,"""RR""","""Subgroup technology: all-cause mortality STS vs UC""",16533388,no sig diff,"""CD007228 v. 5.2 Structured telephone support or non-invasive telemonitoring for patients with heart failure.rm5""",3.37205235606,PMC1475568.nxml
40597,40597,"""Impact of structured telephone support and telemonitoring in heart failure on all-cause mortality""",0.7862903225810001,"""STS""","""Usual Care""",0.183346047481,"""RR""","""Subgroup Publication year: all-cause mortality STS vs UC 2000 - 2007""",16533388,no sig diff,"""CD007228 v. 5.2 Structured telephone support or non-invasive telemonitoring for patients with heart failure.rm5""",3.37205235606,PMC1475568.nxml
40610,40610,"""Impact of structured telephone support and telemonitoring in heart failure on all-cause mortality""",0.7862903225810001,"""STS""","""Usual Care""",0.183346047481,"""RR""","""Subgroup Participant age: all-cause mortality: STS vs UC < 70 years of age""",16533388,no sig diff,"""CD007228 v. 5.2 Structured telephone support or non-invasive telemonitoring for patients with heart failure.rm5""",3.37205235606,PMC1475568.nxml
40635,40635,"""Impact of structured telephone support and telemonitoring in heart failure on all-cause mortality""",0.7862903225810001,"""STS (education)""","""Usual Care""",0.183346047481,"""RR""","""Subgroup STS focus: all-cause mortality STS (education) vs UC""",16533388,no sig diff,"""CD007228 v. 5.2 Structured telephone support or non-invasive telemonitoring for patients with heart failure.rm5""",3.37205235606,PMC1475568.nxml
40638,40638,"""Impact of structured telephone support and telemonitoring in heart failure on all-cause mortality""",0.7862903225810001,"""STS""","""Usual Care""",0.183346047481,"""RR""","""Sensitivity analysis follow-up period (> 6 months), all-cause mortality: STS vs UC""",16533388,no sig diff,"""CD007228 v. 5.2 Structured telephone support or non-invasive telemonitoring for patients with heart failure.rm5""",3.37205235606,PMC1475568.nxml
20411,20411,"""Antihistamine versus control""",2.07777777778,"""Treatment""","""Control""",0.7733431949590001,"""OR""","""Outcome: surgery (tympanostomy (myringotomy))""",19434268,no sig diff,"""CD003423 v. 4.2 Antihistamines andor decongestants for otitis media with effusion (OME) in children.rm5""",5.582463933180001,PMC2671765.nxml
20444,20444,"""Any medication: antihistamine, decongestant or antihistamine/decongestant combination versus control""",1.23958333333,"""Treatment""","""Control""",0.827502914762,"""RR""","""Secondary outcome: cure or no cure at 1-3 months""",19434268,no sig diff,"""CD003423 v. 4.2 Antihistamines andor decongestants for otitis media with effusion (OME) in children.rm5""",1.8568718162400002,PMC2671765.nxml
20464,20464,"""Any medication: antihistamine, decongestant or antihistamine/decongestant combination versus control""",1.5052083333300001,"""Treatment""","""Control""",0.8602034139910001,"""RR""","""Outcome: surgery (tympanostomy (myringotomy))""",19434268,no sig diff,"""CD003423 v. 4.2 Antihistamines andor decongestants for otitis media with effusion (OME) in children.rm5""",2.63385623666,PMC2671765.nxml
49603,49603,"""Antibiotics versus placebo, no treatment or therapy of unproven effectiveness""",0.959677419355,"""Antibiotics""","""Control""",0.507982903893,"""RR""","""Complete resolution of OME at more than 6 months""",19434268,no sig diff,"""CD009163 v. 3.0 Antibiotics for otitis media with effusion in children.rm5""",1.8130152455200002,PMC2671765.nxml
49613,49613,"""Antibiotics versus placebo, no treatment or therapy of unproven effectiveness""",0.861751152074,"""Antibiotics""","""Control""",0.411009852707,"""RR""","""Insertion of ventilation tubes""",19434268,no sig diff,"""CD009163 v. 3.0 Antibiotics for otitis media with effusion in children.rm5""",1.8068059517500001,PMC2671765.nxml
10205,10205,"""Tranexamic Acid versus Control (Blood Transfusion & Blood Loss)""",0.513157894737,"""TXA""","""Control""",0.291149557967,"""RR""","""No. Exposed to Allogeneic Blood""",17988379,"sig diff, neg","""CD001886 v. 8.0 Anti-fibrinolytic use for minimising perioperative allogeneic blood transfusion.rm5""",0.904452772552,PMC2246206.nxml
27809,27809,"""Mannitol versus placebo""",0.80971659919,"""Manntiol""","""Placebo""",0.37781284350999994,"""RR""","""Death""",17958887,no sig diff,"""CD004615 v. 5.2 Mannitol and other osmotic diuretics as adjuncts for treating cerebral malaria.rm5""",1.7353591394999999,PMC2147028.nxml
50103,50103,"""Lacosamide 400 mg versus placebo""",1.20598864223,"""Experimental""","""Control""",0.841662310738,"""RR""","""Moderate benefit (pain intensity reduction ≥2/10 on a NRS or ≥30% on VAS)""",20067958,no sig diff,"""CD009318 v. 3.0 Lacosamide for neuropathic pain and fibromyalgia in adults.rm5""",1.72801916711,PMC2845038.nxml
50105,50105,"""Lacosamide 400 mg versus placebo""",1.210422424,"""Experimental""","""Control""",0.742349876951,"""RR""","""Substantial (pain intensity reduction ≥50% on a NRS)""",20067958,no sig diff,"""CD009318 v. 3.0 Lacosamide for neuropathic pain and fibromyalgia in adults.rm5""",1.9736279213099999,PMC2845038.nxml
50109,50109,"""Lacosamide 400 mg versus placebo""",1.08873974646,"""Experimental""","""Control""",0.673240836448,"""RR""","""PGIC much or very much improved""",20067958,no sig diff,"""CD009318 v. 3.0 Lacosamide for neuropathic pain and fibromyalgia in adults.rm5""",1.76066894838,PMC2845038.nxml
50111,50111,"""Lacosamide 600 mg versus placebo""",1.40384615385,"""Experimental""","""Control""",0.9868435995839999,"""RR""","""Moderate benefit (pain intensity reduction ≥2/10 on NRS or ≥30% on VAS)""",20067958,no sig diff,"""CD009318 v. 3.0 Lacosamide for neuropathic pain and fibromyalgia in adults.rm5""",1.9970581199500002,PMC2845038.nxml
50113,50113,"""Lacosamide 600 mg versus placebo""",1.13859180036,"""Experimental""","""Control""",0.687845284858,"""RR""","""Substantial (pain intensity reduction ≥50% on NRS)""",20067958,no sig diff,"""CD009318 v. 3.0 Lacosamide for neuropathic pain and fibromyalgia in adults.rm5""",1.88471349063,PMC2845038.nxml
50115,50115,"""Lacosamide 600 mg versus placebo""",1.0977443609,"""Experimental""","""Control""",0.6735280995649999,"""RR""","""PGIC much or very much improved""",20067958,no sig diff,"""CD009318 v. 3.0 Lacosamide for neuropathic pain and fibromyalgia in adults.rm5""",1.78914982563,PMC2845038.nxml
42356,42356,"""Artesunate plus amodiaquine vs Amodiaquine plus sulfadoxine-pyrimethamine""",0.665395483471,"""AS+AQ""","""AQ+SP""",0.5352362947980001,"""RR""","""Gametocyte development""",16033307,"sig diff, neg","""CD007483 v. 3.0 Artemisinin-based combination therapy for treating uncomplicated malaria.rm5""",0.8272068873630001,PMC1181876.nxml
42360,42360,"""Artesunate plus amodiaquine vs Amodiaquine plus sulfadoxine-pyrimethamine""",0.332877336981,"""AS+AQ""","""AQ+SP""",0.10786118582800001,"""RR""","""Serious adverse events (including deaths)""",16033307,no sig diff,"""CD007483 v. 3.0 Artemisinin-based combination therapy for treating uncomplicated malaria.rm5""",1.02731414109,PMC1181876.nxml
2409,2409,"""Two-component system vs four-layer bandage (4LB)""",1.04166666667,"""Two-component system""","""Four-layer bandage (4LB)""",0.594380185795,"""RR""","""Patients with complete healing at 3 months""",22419941,no sig diff,"""CD000265 v. 15.0 Compression for venous leg ulcers.rm5""",1.8255478065700002,PMC3298351.nxml
2425,2425,"""Compression stocking vs two-component bandage system""",0.853333333333,"""Compression stocking""","""2-component bandage""",0.46517096025300003,"""RR""","""Patients with complete healing at 3 months""",22419941,no sig diff,"""CD000265 v. 15.0 Compression for venous leg ulcers.rm5""",1.5653981869,PMC3298351.nxml
2426,2426,"""Compression stocking vs 4LB""",0.888888888889,"""Compression stocking""","""Four-layer bandage (4LB)""",0.47419940086400003,"""RR""","""Patients with complete healing at 3 months""",22419941,no sig diff,"""CD000265 v. 15.0 Compression for venous leg ulcers.rm5""",1.66622618112,PMC3298351.nxml
3895,3895,"""Once daily versus conventional dosing""",0.933333333333,"""OD dosing""","""Conventional dosing""",0.45481778239200005,"""RR""","""Failure to adhere to study medication regimen at study endpoint""",19920971,no sig diff,"""CD000544 v. 13.0 Oral 5-aminosalicylic acid for maintenance of remission in ulcerative colitis.rm5""",1.91529694932,PMC2770408.nxml
3900,3900,"""Once daily versus conventional dosing""",0.933333333333,"""OD dosing""","""Conventional dosing""",0.45481778239200005,"""RR""","""Failure to adhere to study medication regimen (Sensitivity analysis - excluding outliers)""",19920971,no sig diff,"""CD000544 v. 13.0 Oral 5-aminosalicylic acid for maintenance of remission in ulcerative colitis.rm5""",1.91529694932,PMC2770408.nxml
2568,2568,"""Enema versus no enema""",0.685096153846,"""Enema""","""No enema""",0.41077462434199996,"""RR""","""Episiotomy dehiscence""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",1.1426137648299999,PMC1468428.nxml
2571,2571,"""Enema versus no enema""",1.1231990591,"""Enema""","""No enema""",0.7571279352770001,"""RR""","""Neonatal Infection (any infectious outcome, during the first month of life)""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",1.6662654586899999,PMC1468428.nxml
2572,2572,"""Enema versus no enema""",7.466666666669999,"""Enema""","""No enema""",0.388387008393,"""RR""","""Neonatal infection: umbilical infection""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",143.54525230299998,PMC1468428.nxml
2574,2574,"""Enema versus no enema""",1.8196328810900002,"""Enema""","""No enema""",0.732799623228,"""RR""","""Neonatal infection: respiratory tract infection (high - during first month)""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",4.51837544258,PMC1468428.nxml
2575,2575,"""Enema versus no enema""",0.0964646464646,"""Enema""","""No enema""",0.00537246154669,"""RR""","""Neonatal infection: respiratory tract infection (low - during first month)""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",1.73206042271,PMC1468428.nxml
2576,2576,"""Enema versus no enema""",0.0,"""Enema""","""No enema""",0.0,"""RR""","""Neonatal infection: meningitis""",16545140,"sig diff, neg","""CD000330 v. 13.2 Enemas during labour.rm5""",0.0,PMC1468428.nxml
2577,2577,"""Enema versus no enema""",0.0,"""Enema""","""No enema""",0.0,"""RR""","""Neontal infection: sepsis""",16545140,"sig diff, neg","""CD000330 v. 13.2 Enemas during labour.rm5""",0.0,PMC1468428.nxml
2578,2578,"""Enema versus no enema""",1.10968843363,"""Enema""","""No enema""",0.646569294089,"""RR""","""Perineal tear: skin or superficial tissue without compromising muscle""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",1.9045266006200001,PMC1468428.nxml
2580,2580,"""Enema versus no enema""",0.719545342229,"""Enema""","""No enema""",0.370644372132,"""RR""","""Perineal tear: perineal muscle without anal muscles""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",1.39687943067,PMC1468428.nxml
2581,2581,"""Enema versus no enema""",0.585915492958,"""Enema""","""No enema""",0.141829972754,"""RR""","""Perineal tear: compromises anal muscles but not the mucosa""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",2.42048248493,PMC1468428.nxml
2583,2583,"""Enema versus no enema""",2.92990654206,"""Enema""","""No enema""",0.12003683945,"""RR""","""Perineal tear: complete tear that compromises anal mucosa""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",71.5143149762,PMC1468428.nxml
2588,2588,"""Enema versus no enema""",1.31490015361,"""Enema""","""No enema""",0.565738384747,"""RR""","""One-minute Apgar < 7""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",3.05611650292,PMC1468428.nxml
2589,2589,"""Enema versus no enema""",1.31490015361,"""Enema""","""No enema""",0.565738384747,"""RR""","""Five-minute Apgar < 7""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",3.05611650292,PMC1468428.nxml
2590,2590,"""Enema versus no enema""",0.596546310832,"""Enema""","""No enema""",0.177615464622,"""RR""","""Pelvic infection: infected episiotomy""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",2.00358398817,PMC1468428.nxml
2591,2591,"""Enema versus no enema""",0.149102263856,"""Enema""","""No enema""",0.007755399314390001,"""RR""","""Pelvic infection: vulvovaginitis""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",2.8665816144200003,PMC1468428.nxml
2592,2592,"""Enema versus no enema""",0.260989010989,"""Enema""","""No enema""",0.029447872348000004,"""RR""","""Pelvic infection: endometritis""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",2.3130792965900002,PMC1468428.nxml
2593,2593,"""Enema versus no enema""",3.13114754098,"""Enema""","""No enema""",0.128377453766,"""RR""","""Pelvic infection: myometritis""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",76.3692115381,PMC1468428.nxml
2594,2594,"""Enema versus no enema""",0.596546310832,"""Enema""","""No enema""",0.177615464622,"""RR""","""Urinary tract infection""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",2.00358398817,PMC1468428.nxml
2595,2595,"""Enema versus no enema""",1.15674603175,"""Enema""","""No enema""",0.725444681847,"""RR""","""Need for systemic antibiotics (postpartum)""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",1.84447059224,PMC1468428.nxml
2596,2596,"""Enema versus no enema""",0.212359550562,"""Enema""","""No enema""",0.0250538944869,"""RR""","""Need for systemic antibiotics (neonatal - after hospital discharge during the first month)""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",1.79998278265,PMC1468428.nxml
2597,2597,"""Enema versus no enema""",1.02599914052,"""Enema""","""No enema""",0.616268828985,"""RR""","""Opthalmic infection (dacriocistitis or conjunctivitis in first month)""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",1.70814129621,PMC1468428.nxml
2598,2598,"""Enema versus no enema""",1.6005586592200003,"""Enema""","""No enema""",0.270580495795,"""RR""","""Skin infection (first month)""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",9.467748272360001,PMC1468428.nxml
2599,2599,"""Enema versus no enema""",1.06741573034,"""Enema""","""No enema""",0.06727162575500001,"""RR""","""Intestinal infection""",16545140,no sig diff,"""CD000330 v. 13.2 Enemas during labour.rm5""",16.936952668900002,PMC1468428.nxml
22471,22471,"""Continuous support versus usual care - all trials""",0.990434401053,"""Continuous support""","""Usual care""",0.964836899438,"""RR""","""Synthetic oxytocin during labour""",17612408,no sig diff,"""CD003766 v. 12.0 Continuous support for women during childbirth.rm5""",1.0167110144299998,PMC1936417.nxml
22484,22484,"""Continuous support versus usual care - all trials""",1.0994987468700002,"""Continuous support""","""Usual care""",0.7750270135799999,"""RR""","""Spontaneous vaginal birth""",17612408,no sig diff,"""CD003766 v. 12.0 Continuous support for women during childbirth.rm5""",1.55981336544,PMC1936417.nxml
22498,22498,"""Continuous support versus usual care - all trials""",0.94753550543,"""Continuous support""","""Usual care""",0.730897523339,"""RR""","""Instrumental vaginal birth""",17612408,no sig diff,"""CD003766 v. 12.0 Continuous support for women during childbirth.rm5""",1.2283849724200002,PMC1936417.nxml
22514,22514,"""Continuous support versus usual care - all trials""",0.934126984127,"""Continuous support""","""Usual care""",0.43140457679899996,"""RR""","""Caesarean birth""",17612408,no sig diff,"""CD003766 v. 12.0 Continuous support for women during childbirth.rm5""",2.0226795667,PMC1936417.nxml
22527,22527,"""Continuous support versus usual care - all trials""",1.00832080201,"""Continuous support""","""Usual care""",0.917953843328,"""RR""","""Perineal trauma""",17612408,no sig diff,"""CD003766 v. 12.0 Continuous support for women during childbirth.rm5""",1.10758383675,PMC1936417.nxml
22533,22533,"""Continuous support versus usual care - all trials""",1.5285714285699998,"""Continuous support""","""Usual care""",0.26067320821999995,"""RR""","""Low 5-minute Apgar score""",17612408,no sig diff,"""CD003766 v. 12.0 Continuous support for women during childbirth.rm5""",8.96344748353,PMC1936417.nxml
22542,22542,"""Continuous support versus usual care - all trials""",0.849206349206,"""Continuous support""","""Usual care""",0.267314733087,"""RR""","""Admission to special care nursery""",17612408,no sig diff,"""CD003766 v. 12.0 Continuous support for women during childbirth.rm5""",2.6977616056000002,PMC1936417.nxml
22554,22554,"""Continuous support versus usual care - all trials""",0.419607843137,"""Continuous support""","""Usual care""",0.18150992059999999,"""RR""","""Negative rating of/negative feelings about birth experience""",17612408,"sig diff, neg","""CD003766 v. 12.0 Continuous support for women during childbirth.rm5""",0.97003371188,PMC1936417.nxml
46190,46190,"""Golimumab 50 mg every 4 weeks + MTX vs placebo + MTX""",1.6641981613899999,"""Golimumab""","""Placebo""",1.22545042238,"""RR""","""ACR20 (14-24 wk)""",19066176,"sig diff, pos","""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",2.26003065467,PMC2674549.nxml
46194,46194,"""Golimumab 50 mg every 4 weeks + MTX vs placebo + MTX""",3.56352636128,"""Golimumab""","""Placebo""",1.9765842121500001,"""RR""","""ACR50 (14-24 wk)""",19066176,"sig diff, pos","""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",6.42457834556,PMC2674549.nxml
46198,46198,"""Golimumab 50 mg every 4 weeks + MTX vs placebo + MTX""",3.58651685393,"""Golimumab""","""Placebo""",1.3086955136,"""RR""","""ACR70 (14-24 wk)""",19066176,"sig diff, pos","""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",9.82895028668,PMC2674549.nxml
46202,46202,"""Golimumab 50 mg every 4 weeks + MTX vs placebo + MTX""",1.5956960578900001,"""Golimumab""","""Placebo""",1.2647143404899999,"""RR""","""Good EULAR Response (14-24 wk)""",19066176,"sig diff, pos","""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",2.0132972543000003,PMC2674549.nxml
46206,46206,"""Golimumab 50 mg every 4 weeks + MTX vs placebo + MTX""",1.7873981053099999,"""Golimumab""","""Placebo""",1.38177187713,"""RR""","""HAQ Change ≥.22 (14 wk)""",19066176,"sig diff, pos","""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",2.31209799515,PMC2674549.nxml
46209,46209,"""Golimumab 50 mg every 4 weeks + MTX vs placebo + MTX""",1.12539880705,"""Golimumab""","""Placebo""",0.92523668796,"""RR""","""Adverse Events (16-24 wk)""",19066176,no sig diff,"""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",1.3688632232,PMC2674549.nxml
46213,46213,"""Golimumab 50 mg every 4 weeks + MTX vs placebo + MTX""",2.49063670412,"""Golimumab""","""Placebo""",0.610531868688,"""RR""","""Serious Adverse Events (16-24 wk)""",19066176,no sig diff,"""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",10.1604379887,PMC2674549.nxml
46217,46217,"""Golimumab 50 mg every 4 weeks + MTX vs placebo + MTX""",1.16748595506,"""Golimumab""","""Placebo""",0.7451191351500001,"""RR""","""Infections (16-24 wk)""",19066176,no sig diff,"""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",1.82926916107,PMC2674549.nxml
46221,46221,"""Golimumab 50 mg every 4 weeks + MTX vs placebo + MTX""",2.9887640449400004,"""Golimumab""","""Placebo""",0.275121614494,"""RR""","""Serious Infections (16-24 wk)""",19066176,no sig diff,"""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",32.4682251257,PMC2674549.nxml
46225,46225,"""Golimumab 50 mg every 4 weeks + MTX vs placebo + MTX""",0.0,"""Golimumab""","""Placebo""",0.0,"""RR""","""Tuberculosis (16-24 wk)""",19066176,"sig diff, neg","""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",0.0,PMC2674549.nxml
46231,46231,"""Golimumab 50 mg every 4 weeks + MTX vs placebo + MTX""",0.49629629629600003,"""Golimumab""","""Placebo""",0.0204448539043,"""RR""","""Cancer (16-24 wk)""",19066176,no sig diff,"""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",12.047531122999999,PMC2674549.nxml
46235,46235,"""Golimumab 50 mg every 4 weeks + MTX vs placebo + MTX""",0.498127340824,"""Golimumab""","""Placebo""",0.10284493967700001,"""RR""","""All Withdrawals (14-24 wk)""",19066176,no sig diff,"""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",2.4126694853,PMC2674549.nxml
46238,46238,"""Golimumab 50 mg every 4 weeks + MTX vs placebo + MTX""",0.7471910112360001,"""Golimumab""","""Placebo""",0.139812078688,"""RR""","""Withdrawals due to Adverse Events (14-16 wk)""",19066176,no sig diff,"""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",3.99317721696,PMC2674549.nxml
46241,46241,"""Golimumab 50 mg every 4 weeks + MTX vs placebo + MTX""",0.0,"""Golimumab""","""Placebo""",0.0,"""RR""","""Withdrawals due to Inefficacy (14-16 wk)""",19066176,"sig diff, neg","""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",0.0,PMC2674549.nxml
46245,46245,"""Golimumab 50 mg every 4 weeks + MTX vs placebo + MTX""",0.0,"""Golimumab""","""Placebo""",0.0,"""RR""","""Death (24-52 wk)""",19066176,"sig diff, neg","""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",0.0,PMC2674549.nxml
46249,46249,"""Golimumab 100 mg q4 week + MTX vs placebo + MTX""",1.69816138917,"""Golimumab""","""Placebo""",1.25368058446,"""RR""","""ACR20 (14-24 wk)""",19066176,"sig diff, pos","""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",2.30022873403,PMC2674549.nxml
46253,46253,"""Golimumab 100 mg q4 week + MTX vs placebo + MTX""",2.9887640449400004,"""Golimumab""","""Placebo""",1.6251471821599999,"""RR""","""ACR50 (14-24 wk)""",19066176,"sig diff, pos","""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",5.4965547824800005,PMC2674549.nxml
46257,46257,"""Golimumab 100 mg q4 week + MTX vs placebo + MTX""",2.3910112359599998,"""Golimumab""","""Placebo""",0.808223618135,"""RR""","""ACR70 (14-24 wk)""",19066176,no sig diff,"""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",7.07345665505,PMC2674549.nxml
46261,46261,"""Golimumab 100 mg q4 week + MTX vs placebo + MTX""",1.69701009332,"""Golimumab""","""Placebo""",1.3557713600499999,"""RR""","""Good EULAR Response (14-24 wk)""",19066176,"sig diff, pos","""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",2.12413637113,PMC2674549.nxml
46267,46267,"""Golimumab 100 mg q4 week + MTX vs placebo + MTX""",11.9550561798,"""Golimumab""","""Placebo""",2.81762636277,"""RR""","""DAS Remission (14-24 wk)""",19066176,"sig diff, pos","""CD008341 v. 2.0 Golimumab for rheumatoid arthritis.rm5""",50.7247412751,PMC2674549.nxml
