RowID,Outcome,Comparator,Intervention,Answer,Reasoning,xml_offsets,XML,PMID,Location
 3672778 ,mean estrogen-receptor (ER) expression,fulvestrant 500 mg on Day 1 plus anastrozole 1 mg/day for 14 to 21 days (F + A); ,fulvestrant plus anastrozole placebo (F),No significant difference,F + A did not lead to additional reductions versus F.,6498:6552, 3672778 ,23497452,Unavailable
 3672778 ,progesterone-receptor (PgR) and Ki67 expression,fulvestrant 500 mg on Day 1 plus anastrozole 1 mg/day for 14 to 21 days (F + A);  fulvestrant placebo plus anastrozole (A),fulvestrant plus anastrozole placebo (F),No significant difference,"PgR and Ki67 expression were significantly reduced with all treatments (means were -34% to -45%, and -75% to -85%, respectively; all P = 0.0001), with no differences between groups.",6553:6751, 3672778 ,23497452,Unavailable
 3488187 ,median progression-free survival,erlotinib (150 mg per day), placebo,No significant difference,median progression-free survival was 2·8 months (95% CI 2·6–3·0) with erlotinib versus 2·6 months (2·4–2·9) with placebo (figure 2B).,21619:21792, 3488187 ,23078958,Unavailable
 3488187 ,rash,erlotinib (150 mg per day), placebo,Significantly increased,More patients assigned erlotinib had rash at any time and of any grade than did those assigned placebo (56% [188 of 334] vs 15% [46 of 313] p&lt;0·0001). 24% (79 of 334) of patients assigned erlotinib had a high-grade (C or D) rash versus 2% (five of 313) of those assigned to placebo (p&lt;0·0001).,22265:22575, 3488187 ,23078958,Unavailable
 3488187 ,diarrhoea of grade 3–4,erlotinib (150 mg per day), placebo,Significantly increased,. Significantly more patients assigned erlotinib had diarrhoea of grade 3–4 than did those assigned placebo (table 2). 21% (69 of 334) of patients assigned erlotinib had diarrhoea of grade 1–2 versus 8% (24 of 313) for placebo (p&lt;0·0001),22574:22858, 3488187 ,23078958,Unavailable
 3488187 ,"overall survival , progression-free survival (Among patients assigned erlotinib who developed rash)",erlotinib (150 mg per day), placebo,Significantly increased,"Among patients assigned erlotinib who developed rash (compared with all those assigned placebo), overall survival was significantly longer (HR 0·76, 95% CI 0·63–0·92, p=0·0058), as was progression-free survival (0·66, 0·54–0·80, p&lt;0·0001).",24850:25089, 3488187 ,23078958,Unavailable
 3093782 ,triglyceride (TG),"(b) intense intermittent exercise - INT-EX  , (c) moderate continuous exercise -CON-EX", no exercise (control),Significantly decreased,"Post-hoc analyses indicated that the mean TG concentrations at 2, 3 and 4 h after INT-EX and CON-EX were lower than in the control trial (p&lt;0.05).",19755:19902, 3093782 ,21655743,Unavailable
 3093782 ,very low-density lipoprotein (VLDL),"(b) intense intermittent exercise - INT-EX  , (c) moderate continuous exercise -CON-EX", no exercise (control),Significantly decreased,The VLDL AUC was significantly increased by 12.5% in the control trial when compared with INT-EX (p&lt;0.05) and tended to be increased by 11.4% in the control trial when compared with CON-EX (p = 0.06).,20506:20707, 3093782 ,21655743,Unavailable
 3691744 ,mean peak and trough forced expiratory volume in one second (FEV1) values,"AZD3199 (200, 400 or 800 μg o.d.)",placebo via Turbuhaler®,Significantly increased,"After 4 weeks of treatment, all doses of AZD3199 had increased mean peak and trough FEV1 values compared with placebo, but no clear dose–response was observed (Figure 2);",28619:28837, 3691744 ,23731768,Unavailable
 3691744 ,mean peak and trough forced expiratory volume in one second (FEV1) values,"AZD3199 (200, 400 μg o.d.)",AZD3199 ( 800 μg o.d.),No significant difference,"After 4 weeks of treatment, all doses of AZD3199 had increased mean peak and trough FEV1 values compared with placebo, but no clear dose–response was observed (Figure 2);",28619:28837, 3691744 ,23731768,Unavailable
 3691744 ,FEV1,"AZD3199 (200, 400 or 800 μg o.d.)",formoterol (9 μg b.i.d.),No significant difference,"On trough FEV1 there was a tendency towards increased bronchodilation for all doses of AZD3199 versus formoterol 9 μg twice-daily (79–93 ml increase), but no statistically significant differences were observed (p &gt; 0.05) (Table 2).",29796:30081, 3691744 ,23731768,Unavailable
 3691744 ,Forced vital capacity (FVC),"AZD3199 (200, 400 or 800 μg o.d.)",formoterol (9 μg b.i.d.),No significant difference,There was no statistically significant difference in peak FVC between AZD3199 once-daily and formoterol 9 μg twice-daily (Table 2).,41690:41860, 3691744 ,23731768,Unavailable
 3691744 ,Overall mean Clinical COPD Questionnaire [CCQ] scores,"AZD3199 (200, 400 or 800 μg o.d.), formoterol (9 μg b.i.d.)",placebo,Significantly decreased,"Overall mean CCQ scores (Table 3) were statistically significantly reduced in the AZD3199 800 μg and formoterol 9 μg twice-daily treatment groups, in comparison with placebo (p = 0.016 and 0.018 respectively).",41918:42166, 3691744 ,23731768,Unavailable
 5985578 ,TKR rates,three intra-articular injections of LMWF-5A,saline,No significant difference,"Overall, there were no differences in TKR rates by treatment arm (39% LMWF-5A vs. 38% saline, p = 0.92).",5249:5371, 5985578 ,None,Unavailable
 5985578 ,TKR rates in the severe osteoarthritis subset,three intra-articular injections of LMWF-5A,saline,No significant difference,"In the severe osteoarthritis subset (n = 16), treatment with LMWF-5A resulted in a lower incidence of TKR compared to saline vehicle arm (40% vs. 83%, p = 0.15).",5371:5566, 5985578 ,None,Unavailable
 5985578 ,TKR rates  in patients who responded to treatment,three intra-articular injections of LMWF-5A,saline,Significantly decreased,"TKR rates were significantly lower with LMWF-5A in patients who responded to treatment (14% with LMWF-5A, vs. 100% with saline, p = 0.03).",5567:5722, 5985578 ,None,Unavailable
 3782125 ,The self-reported quit rate at 6 months,behavioural counselling with free nicotine replacement therapy (NRT) for 2 weeks ,behavioural counselling with free nicotine replacement therapy (NRT) for 1 week,No significant difference,"Table 3 shows that, at 6-month followup, the self-reported 7-day point prevalence quit rate was similar in the A1 group (27.5%; 78/284) and the A2 group (27.3%; 76/278) (OR = 1.0, 95% CI: 0.7–1.4, P = 0.97).",22683:22855, 3782125 ,24089693,Unavailable
 3782125 ,The self-reported quit rate at 12 months,behavioural counselling with free nicotine replacement therapy (NRT) for 2 weeks, behavioural counselling with free nicotine replacement therapy (NRT) for 1 week,No significant difference,"The self-reported quit rate at 12 months was also almost similar in groups A1 (21.1%; 60/284) and A2 (21.2%; 59/278) (OR = 1.0, 95% CI: 0.7–1.5; P = 0.98).",22683:22855, 3782125 ,24089693,Unavailable
 3663731 ,mean non-core food (NCF) scores at 2-month,four telephone contacts and print materials,generic print materials only,Significantly decreased,"Main analysis revealed that mean NCF scores were significantly lower in the intervention compared to the control group at 2-month follow-up (z=-2.89, p&lt;0.01).",37716:37875, 3663731 ,23566360,Unavailable
 3663731 ,mean non-core food (NCF) scores at 6 months ,four telephone contacts and print materials,generic print materials only,No significant difference,6 month (n=343)	2.47±0.10	2.29±0.09	0.20,39781:40014, 3663731 ,23566360,Unavailable
 5801240 ,The incidences of genital mycotic infection (GMI),ertugliflozin 15 mg or 5 mg,glimepiride,Significantly increased,The incidences of AEs related to GMIs were significantly greater in patients of both genders receiving ertugliflozin 15 mg or 5 mg (2.1–10.0%) than those receiving glimepiride (0–1.4%; Table 3).,43439:43675, 5801240 ,29282633,Unavailable
 5801240 ,The incidence of  symptomatic hypoglycemia,ertugliflozin 15 mg or 5 mg,glimepiride,Significantly decreased,"The incidence of symptomatic hypoglycemia was lower in the ertugliflozin groups compared with the glimepiride group (Table 3). Severe hypoglycemia was reported in 1 (0.2%), 1 (0.2%), and 10 (2.3%) patients in the ertugliflozin 15 mg, ertugliflozin 5 mg, and glimepiride groups, respectively.",42479:42811, 5801240 ,29282633,Unavailable
 5801240 ,HbA1c decrease &gt; 5.5 mmol/mol (0.5%) at week 52,ertugliflozin 15 mg or 5 mg,glimepiride,No significant difference,"At week 52, 38.0%, 34.4%, and 43.5% of patients in the ertugliflozin 15 mg, ertugliflozin 5 mg, and glimepiride groups, respectively, had an HbA1c &lt; 53 mmol/mol (7.0%) (Table 2).Table 2",29038:29296, 5801240 ,29282633,Unavailable
 5801240 ,body weight,ertugliflozin 15 mg or 5 mg,glimepiride,Significantly decreased,"Greater reductions from baseline in body weight were observed at week 52 in the ertugliflozin groups compared with glimepiride (Fig. 2b). The LS mean changes (95% CI) in body weight from baseline at week 52 were − 3.4 kg (− 3.7, − 3.0), − 3.0 kg (− 3.3, − 2.6), and 0.9 kg (0.6, 1.3) in the ertugliflozin 15 mg, ertugliflozin 5 mg, and glimepiride groups, respectively (Fig. 2b)",34269:34725, 5801240 ,29282633,Unavailable
 5801240 ,Blood pressure (systolic and diastolic),ertugliflozin 15 mg or 5 mg,glimepiride,Significantly decreased,"Relative to glimepiride, greater reductions from baseline in SBP were observed in the ertugliflozin groups at week 52 (Fig. 2c). LS mean changes from baseline at week 52 were − 3.8 mmHg (− 4.9, − 2.7), − 2.2 mmHg (− 3.4, − 1.1) and 1.0 mmHg (− 0.1, 2.1) in the ertugliflozin 15 mg, ertugliflozin 5 mg, and glimepiride groups, respectively. The LS mean differences (95% CI) versus glimepiride at week 52 were − 4.8 mmHg (− 6.3, − 3.2) and − 3.2 mmHg (− 4.7, − 1.7) for ertugliflozin 15 mg and 5 mg, respectively (p &lt; 0.001 vs. glimepiride). Reductions from baseline in DBP were also observed in the ertugliflozin groups compared with the glimepiride group (p &lt; 0.05; Table 2; Fig. 2e).",34960:35803, 5801240 ,29282633,Unavailable
 3661822 ,GI symptoms,metformin plus rosiglitazone (M + R) ,metformin (M) or metformin plus lifestyle program (M + L),Significantly decreased,"Before PO, fewer participants reported GI symptoms in the M + R group (33 vs. 41% in the M group and 45% in the M + L group; P = 0.0054).",15015:15170, 3661822 ,23704676,Unavailable
 3661822 ,number of patients experienced anemia,metformin plus rosiglitazone (M + R)  ,metformin (M)  ,Significantly decreased,"after PO more participants in the M group experienced anemia than in the M + R group (19 and 10%, respectively; P = 0.014).",22927:23116, 3661822 ,23704676,Unavailable
 3661822 ,weight gain,metformin plus rosiglitazone (M + R) ,metformin (M) or metformin plus lifestyle program (M + L),No significant difference,Excessive weight gain occurred in 6.9% before PO and 8.8% after PO. There was no statistically significant difference among treatment groups for our defined AE of excessive weight gain.,16091:16276, 3661822 ,23704676,Unavailable
 3661822 ,transaminase level, metformin plus rosiglitazone (M + R) , metformin (M) or metformin plus lifestyle program (M + L),Significantly decreased,"djustment because of transaminase elevation was significantly different among treatment groups (28 in the M group, 8 in the M + R group, 19 in the M + L group; P = 0.005).",22927:23116, 3661822 ,23704676,Unavailable
 3510731 ,Clicked on Results link,received the debriefing information in the body of an email with links to protocol and results pages;,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,Significantly decreased,Clicked on Results link 		247 (4.1%)a 	515 (8.7%)a,19446:19632, 3510731 ,23160103,Unavailable
 3510731 ,Clicked on Protocol link,received the debriefing information in the body of an email with links to protocol and results pages;,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,Significantly decreased,licked on Protocol link 		202 (3.3%)a 	362 (6.1%)a,19965:20151, 3510731 ,23160103,Unavailable
 3510731 ,Median time in seconds (interquartile range) - Results link,received the debriefing information in the body of an email with links to protocol and results pages;,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,No significant difference,Median time in seconds (interquartile range) 25.0 (37.2)b 25.3 (35.8)b,NaN:19895, 3510731 ,23160103,Unavailable
 3510731 ,Median time in seconds (interquartile range) - Protocol link,received the debriefing information in the body of an email with links to protocol and results pages;,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,No significant difference,Median time in seconds (interquartile range)	3.5 (5.4)c 	3.6 (3.9)c,NaN:20410, 3510731 ,23160103,Unavailable
 5818021 ,The mean percentage brain volume change (PBVC),cladribine tablets ,placebo,Significantly decreased,"The mean PBVC was assessed from months 6 to 24 to avoid confounding influence of pseudoatrophy in the first 6 months (see section “Materials and methods” and Figure 1(a)). This was significantly reduced in patients treated with cladribine tablets 3.5 mg/kg (−0.77% ± 0.94%, p = 0.02, n = 336) and 5.25 mg/kg (−0.77% ± 0.95%, p = 0.02, n = 351) compared with those treated with placebo (−0.95% ± 1.06%, n = 338; Figure 1(b)).",15893:16514, 5818021 ,28140753,Unavailable
 5818021 ,The risk of disability progression,cladribine tablets ,placebo,Significantly decreased,"The risk of disability progression was significantly lower in patients treated with cladribine tablets 3.5 mg/kg (hazard ratio (HR) = 0.63, 95% confidence interval (CI) = 0.438, 0.894; p = 0.010) and 5.25 mg/kg (HR = 0.58, 95% CI = 0.406, 0.833; p = 0.003) than in those treated with placebo.",17686:18012, 5818021 ,28140753,Unavailable
 4947120 ,MGHHS Massachusetts General Hospital Hair pulling Scale,six sessions of cognitive therapy (CT),six sessions of behaviour therapy (BT),No significant difference,MGHHS	CT (sd)BT (sd)	15.23 (4.36)15.36 (4.38)	9.69 (6.75)9.86 (6.56)	12.42 (6.25)14.52 (6.19)	1.220.99	0.550.16,32139:32500, 4947120 ,27471331,Unavailable
 4947120 ,SURF-urge,six sessions of cognitive therapy (CT),six sessions of behaviour therapy (BT),No significant difference,SURF-urge	CT (sd)BT (sd)	64.3 (29.2)61.6 (22.2)	48.4 (30.4)46.5 (30.6)	61.2 (32.1)68.3 (27.1)	0.570.56	0.11−0.26b,32531:32899, 4947120 ,27471331,Unavailable
 4947120 ,SURF-resistance,six sessions of cognitive therapy (CT),six sessions of behaviour therapy (BT),No significant difference,SURF-resistance	CT (sd)BT (sd)	59.8 (29.1)57.6 (28.2)	41.6 (30.6)39.1 (32.5)	48.0 (30.8)60.9 (30.1)	0.610.61	0.39−0.11b,32937:33311, 4947120 ,27471331,Unavailable
 4947120 ,SCCQ-rewarding,six sessions of cognitive therapy (CT),six sessions of behaviour therapy (BT),No significant difference,SCCQ-rewarding	CT (sd)BT (sd)	8.35 (5.12)7.95 (6.73)	4.23 (4.95)4.18 (6.12)	5.41 (6.08)5.33 (5.92)	1.120.91	0.660.74,33349:33715, 4947120 ,27471331,Unavailable
 4947120 ,SCCQ-impossible,six sessions of cognitive therapy (CT),six sessions of behaviour therapy (BT),No significant difference,SCCQ-impossible	CT (sd)BT (sd)	13.35 (4.97)12.95 (3.86)	8.88 (5.94)6.73 (5.55)	9.87 (5.61)10.33 (5.17)	1.011.50	0.930.78,33746:34116, 4947120 ,27471331,Unavailable
 3782125 ,patterns of NRT use between subjects,A1-  behavioural counselling with free free nicotine replacement therapy (NRT) for 1 week;,A2 - similar counselling with free NRT for 2 weeks,No significant difference,There was no significant difference in the patterns of NRT use between subjects in the A1 and A2 groups,22451:22683, 3782125 ,24089693,Unavailable
 3782125 ,7-day point prevalence quit rate,A1- behavioural counselling with free free nicotine replacement therapy (NRT) for 1 week;,A2 - similar counselling with free NRT for 2 weeks,No significant difference,"Table 3 shows that, at 6-month followup, the self-reported 7-day point prevalence quit rate was similar in the A1 group (27.5%; 78/284) and the A2 group (27.3%; 76/278) (OR = 1.0, 95% CI: 0.7–1.4, P = 0.97).",22451:22683, 3782125 ,24089693,Unavailable
 3782125 ,The biochemically validated quit rate at 6 months,A1- behavioural counselling with free free nicotine replacement therapy (NRT) for 1 week;,A2 - similar counselling with free NRT for 2 weeks,No significant difference,"The biochemically validated quit rate at 6 months was higher in group A2 (12.6%; 35/278) than in group A1 (7.7%; 22/284), but the difference was not statistically significant (OR = 1.7, 95% CI: 0.9–3.0).",22855:23059, 3782125 ,24089693,Unavailable
 5805511 ,Median plasma YKL-40 levels,bevacizumab,placebo plus radiotherapy/temozolomide,No significant difference,"Median plasma YKL-40 levels did not change greatly during treatment or follow up (Supplementary Figure 2, available online only) and no apparent difference was noted in temporal YKL-40 levels between the placebo and bevacizumab cohorts.",54471:54765, 5805511 ,29467925,Unavailable
 3483184 ,peak plantar pressure,DH Pressure Relief Shoe™,standard shoe,Significantly decreased,"A statistically significant difference in peak plantar pressure was found between shoes (F2-12 = 11.813, p = 0.001).",24083:24228, 3483184 ,23021860,Unavailable
 3711370 ,mean change (SD) from baseline in synovitis,abatacept (∼10 mg/kg),placebo,No significant difference,The primary endpoint was not achieved; mean change (SD) from baseline in synovitis was −0.44 (1.47) for abatacept versus 0.52 (1.38) for placebo (p=0.103) at Month 4.,7219:7386, 3711370 ,22915624,Unavailable
 3647148 ,"Haemoglobin, weight, and height","6-monthly vitamin A (retinol capsule of 200 000 IU retinyl acetate in oil, to be cut and dripped into the child's mouth every 6 months)","albendazole (400 mg tablet every 6 months), both, or neither (open control)",No significant difference,"Haemoglobin, weight, and height were not significantly affected.",21395:21459, 3647148 ,23498849,Unavailable
 3647148 ,Deaths per child-care centre at ages 1·0–6·0 years during the 5-year study (the primary trial endpoint),"6-monthly vitamin A (retinol capsule of 200 000 IU retinyl acetate in oil, to be cut and dripped into the child's mouth every 6 months)", neither (open control),No significant difference,"Deaths per child-care centre at ages 1·0–6·0 years during the 5-year study (the primary trial endpoint) were 3·01 retinol versus 3·15 control (absolute reduction 0·14 [SE 0·11], mortality rate ratio [RR] 0·96, 95% CI 0·89–1·03, p=0·22),",23907:24143, 3647148 ,23498849,Unavailable
 4497726 ,Verbal Memory and Reasoning,"Aerobic Exercise 75 min/wk, 150 min/wk, 225 min/wk  ",No physical exercise,No significant difference,"The Verbal Memory (ΔX2 = 29.8) and Reasoning (ΔX2 = 34.1) domains also improved from baseline; however, all groups including controls improved equivalently, indicating a practice effect.",46148:46356, 4497726 ,26158265,Unavailable
 4497726 ,VO2 peak (% change),Aerobic Exercise 150 min/wk or  225 min/wk  ,no physical exercise,Significantly increased,"VO2 peak (% change) -4.4 (7.1) 6.4 (6.7) 8.7 (7.4) 11.0 (8.9) F(3,76) = 15.8, p&lt;0.001",48998:49266, 4497726 ,26158265,Unavailable
 4497726 ,Adverse effects,Aerobic Exercise 150 min/wk or  225 min/wk  ,Aerobic Exercise 75 min/wk,Significantly increased,"Within the 3 exercising groups, AE were more common (X2[2] = 11.3, p = 0.003) in individuals exercising at 150min/wk (n = 40, 35 mild) and 225 min/wk (n = 36, 34 mild) than 75 min/wk (n = 15, 15 mild).",48998:49266, 4497726 ,26158265,Unavailable
 4497726 ,Visuospatial Processing,"Aerobic Exercise 75 min/wk, 150 min/wk, 225 min/wk  ",No physical exercise,Significantly increased,"Visuospatial Processing improved in a dose-response like function across the four doses of exercise, although the 75min/wk and 150min/wk groups were similar (ΔX2 = 18.0).",45966:46148, 4497726 ,26158265,Unavailable
 4497726 ,Simple Attention,"Aerobic Exercise 75 min/wk, 150 min/wk, 225 min/wk  ",No physical exercise,Significantly increased,Simple Attention improved in all exercise groups equivalently indicating an intervention effect (ΔX2 = 22.0).,45845:45966, 4497726 ,26158265,Unavailable
 5045682 ,efficacy on pain relieve,Amlexanox four times daily for 7 days.,Adcortyl four times daily for 7 days.,No significant difference,There were no significant differences between Adcortyl and Amlexanox in terms of their efficacy on pain relieve observed in the present study (Fig. 1).,11226:11417, 5045682 ,27703603,Unavailable
 5045682 ,efficacy on tingling relieve,Amlexanox four times daily for 7 days.,Adcortyl four times daily for 7 days.,No significant difference,"However, there were no significant differences between Adcortyl and Amlexanox in terms of their efficacy on tingling relieve observed in the present study (Fig. 2).",12385:12586, 5045682 ,27703603,Unavailable
 5045682 ,lesion size,Amlexanox four times daily for 7 days.,Adcortyl four times daily for 7 days.,No significant difference,". However, there were no significant differences between the two groups in terms of lesion size at 1st, 3d, 5th and 7th day follow-ups (Fig. 3 right).",13404:13594, 5045682 ,27703603,Unavailable
 5045682 ,reduction of ulcer size,Amlexanox four times daily for 7 days.,Adcortyl four times daily for 7 days.,No significant difference,There was no significant difference between the Amlexanox and Adcortyl groups for reduction of ulcer size (right).,14157:14271, 5045682 ,27703603,Unavailable
 5782437 ,Goodman and Baron’s qualitative scores,fractional CO2 laser (FCL) with platelet-rich plasma (PRP) ,fractional CO2 laser (FCL) ,No significant difference,"The final scores indicated no significant difference in the quality of scars between the right and the left sides of the face (P = 0.2891). Though there was a significant improvement on both sides of the face, the addition of PRP to FCL on the left side of the face did not result in superior scar improvement as compared to the right side of the face that was treated with FCL only [Table 2, Figures 9–11].",16988:17526, 5782437 ,29403184,Unavailable
 5782437 ,"The redness, swelling, and pain",fractional CO2 laser (FCL) with platelet-rich plasma (PRP) ,fractional CO2 laser (FCL) ,Significantly decreased,"The redness, swelling, and pain experienced by each patient were significantly lesser on the side treated with FCL + PRP (left side) than that on the FCL-only treated side (P &lt; 0.05) [Table 4].",19540:19792, 5782437 ,29403184,Unavailable
 5843437 ,"weight gain, weight for length Z score (WLZ) and weight for age Z score (WAZ) ","new supplementary blended flour (containing chickpea, rice, wheat and barley, named Shadameen) ",multivitamin / mineral supplement and nutritional counseling alone,Significantly increased,"The mean weight, WLZ and WAZ increments between baseline and end of intervention were significantly greater in the Shadameen group (0.81±0.29 gr) (p=0.002), (0.36±0.36) (p=0.003), (0.40±0.33) (p=0.001) compared with 0.55±0.33 gr, 0.02±0.52 and 0.09±0.37 in group 2.",22150:22309, 5843437 ,29560163,Unavailable
 5843437 ,the mean length and  length for weight Z score (LAZ) increments,"new supplementary blended flour (containing chickpea, rice, wheat and barley, named Shadameen)  ",multivitamin / mineral supplement and nutritional counseling alone,No significant difference,"Although the mean length and LAZ increments between baseline and end of intervention was greater in the Shadameen group (3.36±1.04 cm) (0.17±0.390) in comparison to group 2, this rate did not differ significantly (3.10±1.02 cm) (p=0.31), (0.10±0.39) (p=0.53).",22150:22309, 5843437 ,29560163,Unavailable
 5843437 ,The proportion of children who recovered,"new supplementary blended flour (containing chickpea, rice, wheat and barley, named Shadameen)  ",multivitamin / mineral supplement and nutritional counseling alone,Significantly increased,The proportion of children who recovered was significantly higher in the Shadameen group [26 n (68.4%)] compared with [12 n (31.6%)] the other group (p=0.001).,22150:22309, 5843437 ,29560163,Unavailable
 3661741 ,total peptide YY (PYY) concentrations,"continuous exercise condition ((EX) 1-h exercise) or intermittent exercise condition ((INT) 12 hourly, 5-minute bouts)","control condition (sedentary behavior-SED),",No significant difference,"Integrated area under the curve analysis for total PYY over the course of the day were comparable among the SED, EX, and INT conditions, and examination of the 2 h total PYY responses to each meal revealed no significant differences between conditions during any of these meal blocks (P&gt;0.05).",18613:18906, 3661741 ,23418154,Unavailable
 3661741 ,the VAS scores for hunger,"continuous exercise condition ((EX) 1-h exercise) or intermittent exercise condition ((INT) 12 hourly, 5-minute bouts)","control condition (sedentary behavior-SED),",No significant difference,"When the 12 h tAUC and iAUC for the VAS scores for hunger were compared, no significant differences were noted across conditions (tAUC: SED: 1705.4±315.8, EX: 1744.9±584.2, INT: 1490.617.8 mm*min for 12 h; iAUC SED: 1622.5±298.8, EX: 1669.2±573.2, INT: 1402.4±623.2 mm*min for 12 h).",19162:19445, 3661741 ,23418154,Unavailable
 3661741 ,hunger,"intermittent exercise condition ((INT) 12 hourly, 5-minute bouts)",control condition (sedentary behavior-SED) or continuous exercise condition ((EX) 1-h exercise),Significantly decreased,"Between 1500–1700 h, the hunger tAUC was lower in response to the INT compared to the SED and EX conditions (Figure 2b; SED: 286.1±24.2, EX: 294.3±33.9, INT: 221.7±39.2 mm*min for 2 h; P&lt;0.05).",19815:20049, 3661741 ,23418154,Unavailable
 3661741 ,satiety,"control condition (sedentary behavior-SED)  or intermittent exercise condition ((INT) 12 hourly, 5-minute bouts)",continuous exercise condition ((EX) 1-h exercise)  ,Significantly increased,"Between 1300–1500 h and 1500–1700 h, the 2 h tAUC for satiety was higher (P&lt;0.05) in the SED and INT conditions than the EX condition (Figure 3b; 1300: SED: 167.9±30.3, EX: 123.3±27.6, INT: 154.2±31; 1500: SED: 173.1±32.7, EX: 117.9±26.1, INT: 150.2±31.3 mm*min for 2 h; P&lt;0.05).",20745:21064, 3661741 ,23418154,Unavailable
 3661741 ,total peptide YY (PYY) concentrations,"continuous exercise condition ((EX) 1-h exercise) or intermittent exercise condition ((INT) 12 hourly, 5-minute bouts)","control condition (sedentary behavior-SED),",No significant difference,"Integrated area under the curve analysis for total PYY over the course of the day were comparable among the SED, EX, and INT conditions, and examination of the 2 h total PYY responses to each meal revealed no significant differences between conditions during any of these meal blocks (P&gt;0.05).",18613:18906, 3661741 ,23418154,Unavailable
 3661741 ,the VAS scores for hunger,"continuous exercise condition ((EX) 1-h exercise) or intermittent exercise condition ((INT) 12 hourly, 5-minute bouts)","control condition (sedentary behavior-SED),",No significant difference,"When the 12 h tAUC and iAUC for the VAS scores for hunger were compared, no significant differences were noted across conditions (tAUC: SED: 1705.4±315.8, EX: 1744.9±584.2, INT: 1490.617.8 mm*min for 12 h; iAUC SED: 1622.5±298.8, EX: 1669.2±573.2, INT: 1402.4±623.2 mm*min for 12 h).",19162:19445, 3661741 ,23418154,Unavailable
 3661741 ,hunger,"intermittent exercise condition ((INT) 12 hourly, 5-minute bouts)",control condition (sedentary behavior-SED) or continuous exercise condition ((EX) 1-h exercise),Significantly decreased,"Between 1500–1700 h, the hunger tAUC was lower in response to the INT compared to the SED and EX conditions (Figure 2b; SED: 286.1±24.2, EX: 294.3±33.9, INT: 221.7±39.2 mm*min for 2 h; P&lt;0.05).",19815:20049, 3661741 ,23418154,Unavailable
 3661741 ,satiety,"control condition (sedentary behavior-SED)  or intermittent exercise condition ((INT) 12 hourly, 5-minute bouts)",continuous exercise condition ((EX) 1-h exercise)  ,Significantly increased,"Between 1300–1500 h and 1500–1700 h, the 2 h tAUC for satiety was higher (P&lt;0.05) in the SED and INT conditions than the EX condition (Figure 3b; 1300: SED: 167.9±30.3, EX: 123.3±27.6, INT: 154.2±31; 1500: SED: 173.1±32.7, EX: 117.9±26.1, INT: 150.2±31.3 mm*min for 2 h; P&lt;0.05).",20745:21064, 3661741 ,23418154,Unavailable
 5838794 ,% Weight loss in treated participants at 3 months,6 months of free access to in‐person meetings and online tools,weight loss handout,Significantly decreased,"In contrast, treated participants in the WW condition lost more weight at 3 months than those in SG (−3.35 kg vs. −1.97 kg; F(1,125) = 4.96; P = 0.03),",33353:33538, 5838794 ,29388385,Unavailable
 5838794 ,% Weight loss in Untreated spouses,6 months of free access to in‐person meetings and online tools,weight loss handout,No significant difference,"Untreated spouses lost weight at 3 months (M = −1.30 kg; F(1,126)= 22.61; P &lt; 0.001) and 6 months (M = −2.02 kg; F(1,126) = 33.52; P &lt; 0.001), but there was no effect of treatment condition on untreated spouses' weight loss at either time point (Ps &gt; 0.59).",26891:27290, 5838794 ,29388385,Unavailable
 5838794 ,% Weight loss in treated participants at 6 months,6 months of free access to in‐person meetings and online tools,weight loss handout,No significant difference,"In contrast, treated participants in the WW condition lost more weight at 3 months than those in SG (−3.35 kg vs. −1.97 kg; F(1,125) = 4.96; P = 0.03), but there was no difference by condition at 6 months (P = 0.18).",33353:33620, 5838794 ,29388385,Unavailable
 5057363 ,Hypersensitivity reactions ,atacicept,placebo,Significantly increased,"Hypersensitivity reactions were more frequent in atacicept‐treated patients (9 [50.0%]) than in placebo‐treated patients (2 [22.2%]), and led to withdrawal in 2 atacicept‐treated patients.",38277:38466, 5057363 ,26137975,Unavailable
 5057363 ,"levels of IgG, IgM, and IgA",atacicept,placebo,Significantly decreased,"Treatment with atacicept was associated with greater median reductions from baseline to week 32 in the levels of IgG, IgM, and IgA (median change from baseline −31.2% [IQR −49.6, −24.1], −60.9% [IQR −71.88, −54.43]), and −56.4% [IQR −66.84, −45.49], respectively) compared to placebo (median change from baseline −4.4% [IQR −10.17, −1.32], −15.9% [IQR −22.92, −7.82], and −8.2% [IQR −19.69, −2.02], respectively) (Figure 3).",43954:44431, 5057363 ,26137975,Unavailable
 5057363 ,"the ACR20, ACR50, and ACR70 improvement response criteria",atacicept,placebo,No significant difference,"There were no noteworthy between‐group differences in clinical response to treatment over time, as defined by the ACR20, ACR50, and ACR70 improvement response criteria based on the CRP level (Figure 4).",45634:45889, 5057363 ,26137975,Unavailable
